result,answer,code,test_code,id,query,img_path,possible_answers
no,drapes,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    window_patches = image_patch.find(""window"")
    # Question assumes only one window patch
    if len(window_patches) == 0:
        # If no window is found, query the image directly
        return image_patch.simple_query(""What's around the window?"")
    window_patch = window_patches[0]

    # Use soft spatial reasoning to determine the relation
    scores = []
    for object_patch in image_patch.find(""object""):
        # ""object left of window"" probability → reverse for ""window left of object""
        score = 1 - image_patch.soft_left_of(window_patch, object_patch)
        scores.append(score)
    avg_score = sum(scores) / len(scores)

    return ""yes"" if avg_score > 0.5 else ""no""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    assert isinstance(result, str), ""Expected output to be string.""
    # Test case 2:
    assert len(result.split()) in [1,2], ""Expected output to be one or two words""
    return result",201079952,What's around the window?,data/images/n23181.jpg,The draperies are around the window.
man,woman,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    # Question assumes only one person patch
    if len(person_patches) == 0:
        # If no person is found, query the image directly
        return image_patch.simple_query(""Who is standing at the table?"")
    for person_patch in person_patches:
        is_standing_at_table = (person_patch.simple_query(""Is the person standing at the table?"") == ""yes"")
        if is_standing_at_table:
            return person_patch.simple_query(""Who is standing at the table?"") # crop would include the table so keep it in the query
    # If no person is standing at the table, pick the first person
    return person_patches[0].simple_query(""Who is standing at the table?"")","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    assert isinstance(result, str), ""Expected output to be string.""
    # Test case 2:
    assert len(result.split()) in [1,2], ""Expected output to be one or two words""
    # Test case 3:
    assert llm_query(f""Is {result} a person?"", long_answer=False) == 'yes', ""Expected output to be a person""
    return result",20982537,Who is standing at the table?,data/images/n52544.jpg,The woman is standing at the table.
yes,yes,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    bed_patches = image_patch.find(""bed"")
    # Question assumes only one bed patch
    if len(bed_patches) == 0:
        # If no bed is found, query the image directly
        return image_patch.simple_query(""Are there drapes to the right of the bed?"")

    drapes_patches = image_patch.find(""drapes"")
    if len(drapes_patches) == 0:
        return ""no""

    # Use soft spatial reasoning for all pairs of patches
    scores = []
    for drapes_patch in drapes_patches:
        for bed_patch in bed_patches:
            # ""bed left of drapes"" probability
            score = image_patch.soft_left_of(bed_patch, drapes_patch)
            scores.append(score)

    avg_score = sum(scores) / len(scores)
    return ""yes"" if avg_score > 0.5 else ""no""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",201079958,Are there drapes to the right of the bed?,data/images/n23181.jpg,"Yes, there are drapes to the right of the bed."
nothing,picture,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    chalkboard_patches = image_patch.find(""chalkboard"")
    # Question assumes only one chalkboard patch
    if len(chalkboard_patches) == 0:
        # If no chalkboard is found, query the image directly
        return image_patch.simple_query(""What is hanging above the chalkboard?"")

    hanging_patches = image_patch.find(""hanging"")
    if len(hanging_patches) == 0:
        return ""nothing""

    # Use soft vertical reasoning: above if above the chalkboard
    score_above = image_patch.soft_above(chalkboard_patches[0], hanging_patches[0])
    return ""above"" if score_above > 0.5 else ""below""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    assert isinstance(result, str), ""Expected output to be string.""
    # Test case 2:
    assert len(result.split()) in [1,2], ""Expected output to be one or two words""
    return result",202218649,What is hanging above the chalkboard?,data/images/n578564.jpg,The picture is hanging above the chalkboard.
yes,no,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    cake_patches = image_patch.find(""cake"")
    # Question assumes only one cake patch
    if len(cake_patches) == 0:
        # If no cake is found, query the image directly
        return image_patch.simple_query(""Is the cake on a platter?"")
    cake_patch = cake_patches[0]
    platter_patches = image_patch.find(""platter"")
    # Question assumes only one platter patch
    if len(platter_patches) == 0:
        return ""no""

    # Use soft spatial reasoning to determine the relation
    scores = []
    for platter_patch in platter_patches:
        # ""cake on platter"" probability → reverse for ""platter under cake""
        score = 1 - image_patch.soft_left_of(cake_patch, platter_patch)
        scores.append(score)
    avg_score = sum(scores) / len(scores)

    return ""yes"" if avg_score > 0.5 else ""no""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",20609782,Is the cake on a platter?,data/images/n437064.jpg,"No, the cake is on a plate."
no,yes,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    # Question assumes only one person patch
    if len(person_patches) == 0:
        # If no person is found, query the image directly
        return image_patch.simple_query(""Is the person to the right of the cup wearing jeans?"")

    cup_patches = image_patch.find(""cup"")
    if len(cup_patches) == 0:
        return ""no""

    # Use soft spatial reasoning for all pairs of patches
    scores = []
    for person_patch in person_patches:
        for cup_patch in cup_patches:
            # ""cup left of person"" probability
            score = image_patch.soft_left_of(cup_patch, person_patch)
            scores.append(score)

    avg_score = sum(scores) / len(scores)
    if avg_score > 0.5:
        jeans_patches = image_patch.find(""jeans"")
        if len(jeans_patches) > 0:
            return ""yes""
        else:
            return ""no""
    else:
        return ""no""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",201757757,Is the person to the right of the cup wearing jeans?,data/images/n4777.jpg,"Yes, the person is wearing jeans."
yes,keyboard,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    mouse_pad_patches = image_patch.find(""mouse pad"")
    # Question assumes only one mouse pad patch
    if len(mouse_pad_patches) == 0:
        # If no mouse pad is found, query the image directly
        return image_patch.simple_query(""What device is sitting next to the mouse pad?"")

    device_patches = image_patch.find(""device"")
    if len(device_patches) == 0:
        return ""no device found""

    # Use soft spatial reasoning for all pairs of patches
    scores = []
    for mouse_pad_patch in mouse_pad_patches:
        for device_patch in device_patches:
            # ""device left of mouse pad"" probability
            score = image_patch.soft_left_of(device_patch, mouse_pad_patch)
            scores.append(score)

    avg_score = sum(scores) / len(scores)
    return ""yes"" if avg_score > 0.5 else ""no""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    assert isinstance(result, str), ""Expected output to be string.""
    # Test case 2:
    assert len(result.split()) in [1,2], ""Expected output to be one or two words""
    return result",201902993,What device is sitting next to the mouse pad?,data/images/n435808.jpg,The device is a keyboard.
yes,yes,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    sweater_patches = image_patch.find(""sweater"")
    # Question assumes only one sweater patch
    if len(sweater_patches) == 0:
        # If no sweater is found, query the image directly
        return image_patch.simple_query(""Does the sweater look open and blue?"")
    sweater_patch = sweater_patches[0]

    # Use soft spatial reasoning to determine the relation
    scores = []
    for sweater_patch in sweater_patches:
        # ""sweater left of image center"" probability → reverse for ""image center left of sweater""
        score = 1 - image_patch.soft_left_of(image_patch, sweater_patch)
        scores.append(score)
    avg_score = sum(scores) / len(scores)

    return ""yes"" if avg_score > 0.5 else ""no""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",20306193,Does the sweater look open and blue?,data/images/n554880.jpg,"Yes, the sweater is open and blue."
yes,yes,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    jacket_patches = image_patch.find(""jacket"")
    # Question assumes only one jacket patch
    if len(jacket_patches) == 0:
        # If no jacket is found, query the image directly
        return image_patch.simple_query(""Is the jacket long sleeved and black?"")

    for jacket_patch in jacket_patches:
        is_long_sleeved = (jacket_patch.simple_query(""Is the jacket long sleeved?"") == ""yes"")
        is_black = (jacket_patch.simple_query(""Is the jacket black?"") == ""yes"")
        if is_long_sleeved and is_black:
            return ""yes""
    # If no jacket is long sleeved and black, query the image directly
    return image_patch.simple_query(""Is the jacket long sleeved and black?"")","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",20183468,Is the jacket long sleeved and black?,data/images/n151768.jpg,"Yes, the jacket is long sleeved and black."
yes,yes,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    bed_patches = image_patch.find(""bed"")
    # Question assumes only one bed patch
    if len(bed_patches) == 0:
        # If no bed is found, query the image directly
        return image_patch.simple_query(""Are there beds next to the small outlet?"")

    outlet_patches = image_patch.find(""small outlet"")
    if len(outlet_patches) == 0:
        return ""no""

    # Use soft spatial reasoning for all pairs of patches
    scores = []
    for bed_patch in bed_patches:
        for outlet_patch in outlet_patches:
            # ""outlet left of bed"" probability
            score = image_patch.soft_left_of(outlet_patch, bed_patch)
            scores.append(score)

    avg_score = sum(scores) / len(scores)
    return ""yes"" if avg_score > 0.5 else ""no""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",20753401,Are there beds next to the small outlet?,data/images/n49438.jpg,"Yes, there is a bed next to the outlet."
left,right,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    leather_bag_patches = image_patch.find(""leather bag"")
    # Question assumes only one leather bag patch
    if len(leather_bag_patches) == 0:
        # If no leather bag is found, query the image directly
        return image_patch.simple_query(""On which side of the picture is the leather bag?"")
    leather_bag_patch = leather_bag_patches[0]

    # Use soft spatial reasoning to determine the relation
    scores = []
    for _ in range(3):
        ans = image_patch.simple_query(""Is the leather bag on the left side of the picture?"")
        if isinstance(ans, str) and ans.strip().lower().startswith(""y""):
            scores.append(1)
        else:
            scores.append(0)

    avg_score = sum(scores) / len(scores)
    return ""left"" if avg_score > 0.5 else ""right""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['left', 'right'], ""Expected output to be left or right""
    return result",20151723,On which side of the picture is the leather bag?,data/images/n313060.jpg,The purse is on the right of the image.
no,no,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    pillow_patches = image_patch.find(""pillow"")
    # Question assumes only one pillow patch
    if len(pillow_patches) == 0:
        # If no pillow is found, query the image directly
        return image_patch.simple_query(""Is the blue pillow square and large?"")

    pillow_patch = pillow_patches[0]
    is_blue = pillow_patch.simple_query(""Is the pillow blue?"") == ""yes""
    is_square = pillow_patch.simple_query(""Is the pillow square?"") == ""yes""
    is_large = pillow_patch.simple_query(""Is the pillow large?"") == ""yes""

    return ""yes"" if is_blue and is_square and is_large else ""no""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",201030735,Is the blue pillow square and large?,data/images/n54424.jpg,"No, the pillow is square but small."
white,white,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    cake_patches = image_patch.find(""cake"")
    # Question assumes only one cake patch
    if len(cake_patches) == 0:
        # If no cake is found, query the image directly
        return image_patch.simple_query(""Which color is the cake?"")
    cake_patch = cake_patches[0]
    colors = [""red"", ""blue"", ""green"", ""yellow"", ""white"", ""black""]
    scores = []
    for color in colors:
        score = image_patch.best_text_match([f""Is the cake {color}?""])
        scores.append(score)
    max_score = max(scores)
    best_color = colors[scores.index(max_score)]
    return best_color","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives options using ""or"", the return values will be one of the options
    assert result in ['red', 'blue', 'green'], ""Expected output to be one of the colors""
    return result",201637161,Which color is the cake?,data/images/n200692.jpg,The cake is white.
pan,pan,"python
def execute_command(image, my_fig, time_wait_between_lines, syntax)->str:
    image_patch = ImagePatch(image)
    cooking_utensil_patches = image_patch.find(""cooking utensil"")
    # Question assumes only one cooking utensil patch
    if len(cooking_utensil_patches) == 0:
        # If no cooking utensil is found, query the image directly
        return image_patch.simple_query(""What is the name of the cooking utensil that is hang from the hook?"")
    cooking_utensil_patch = cooking_utensil_patches[0]
    hook_patches = image_patch.find(""hook"")
    if len(hook_patches) == 0:
        return ""no hook found""
    hook_patch = hook_patches[0]
    # Use soft spatial reasoning to determine the relation
    scores = []
    for hook_patch in hook_patches:
        # ""cooking utensil left of hook"" probability → reverse for ""hook left of cooking utensil""
        score = 1 - image_patch.soft_left_of(cooking_utensil_patch, hook_patch)
        scores.append(score)
    avg_score = sum(scores) / len(scores)
    return ""yes"" if avg_score > 0.5 else ""no","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    assert isinstance(result, str), ""Expected output to be string.""
    # Test case 2:
    assert len(result.split()) in [1,2], ""Expected output to be one or two words""
    # Test case 3:
    assert llm_query(f""Is {result} a cooking utensil?"", long_answer=False) == 'yes', ""Expected output to be a cooking utensil""
    return result",202218836,What is the name of the cooking utensil that is hang from the hook?,data/images/n578564.jpg,The cooking utensil is a pan.
in middle,table,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    # Question assumes only one person patch
    if len(person_patches) == 0:
        # If no person is found, query the image directly
        return image_patch.simple_query(""Where is the skinny person standing?"")
    person_patch = person_patches[0]

    # Use soft spatial reasoning to determine the relation
    scores = []
    for other_patch in image_patch.find(""other""):
        # ""person left of other"" probability → reverse for ""other right of person""
        score = 1 - image_patch.soft_left_of(person_patch, other_patch)
        scores.append(score)
    avg_score = sum(scores) / len(scores)

    return ""left"" if avg_score > 0.5 else ""right""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    assert isinstance(result, str), ""Expected output to be string.""
    # Test case 2:
    assert len(result.split()) in [1,2], ""Expected output to be one or two words""
    return result",20982539,Where is the skinny person standing?,data/images/n52544.jpg,The woman is standing at the table.
no,no,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    plates_patches = image_patch.find(""plates"")
    # Question assumes only one plates patch
    if len(plates_patches) == 0:
        # If no plates are found, query the image directly
        return image_patch.simple_query(""Are the plates on top of an ottoman?"")

    ottoman_patches = image_patch.find(""ottoman"")
    if len(ottoman_patches) == 0:
        return ""no""

    # Use soft spatial reasoning for all pairs of patches
    scores = []
    for plates_patch in plates_patches:
        for ottoman_patch in ottoman_patches:
            # ""ottoman left of plates"" probability
            score = image_patch.soft_left_of(ottoman_patch, plates_patch)
            scores.append(score)

    avg_score = sum(scores) / len(scores)
    return ""yes"" if avg_score > 0.5 else ""no""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",201110833,Are the plates on top of an ottoman?,data/images/n546616.jpg,"No, the plates are on top of the table."
small,large,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    freezer_patches = image_patch.find(""freezer"")
    # Question assumes only one freezer patch
    if len(freezer_patches) == 0:
        # If no freezer is found, query the image directly
        return image_patch.simple_query(""Is the freezer near the wall small or large?"")

    wall_patches = image_patch.find(""wall"")
    if len(wall_patches) == 0:
        return ""no""

    # Use soft spatial reasoning for all pairs of patches
    scores = []
    for freezer_patch in freezer_patches:
        for wall_patch in wall_patches:
            # ""wall left of freezer"" probability
            score = image_patch.soft_left_of(wall_patch, freezer_patch)
            scores.append(score)

    avg_score = sum(scores) / len(scores)
    if avg_score > 0.5:
        return image_patch.simple_query(""Is the freezer near the wall small?"")
    else:
        return image_patch.simple_query(""Is the freezer near the wall large?"")","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['small', 'large'], ""Expected output to be small or large""
    return result",20866248,Is the freezer near the wall small or large?,data/images/n579256.jpg,The fridge is large.
cake,marshmallow,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    baby_patches = image_patch.find(""baby"")
    # Question assumes only one baby patch
    if len(baby_patches) == 0:
        # If no baby is found, query the image directly
        return image_patch.simple_query(""What type of food is to the left of the baby that is sitting atop the woman?"")
    baby_patch = baby_patches[0]
    woman_patches = image_patch.find(""woman"")
    if len(woman_patches) == 0:
        return ""no""
    woman_patch = woman_patches[0]
    food_patches = image_patch.find(""food"")
    if len(food_patches) == 0:
        return ""no""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    assert isinstance(result, str), ""Expected output to be string.""
    # Test case 2:
    assert len(result.split()) in [1,2], ""Expected output to be one or two words""
    # Test case 3:
    assert llm_query(f""Is {result} a type of food?"", long_answer=False) == 'yes', ""Expected output to be a type of food""
    return result",201110523,What type of food is to the left of the baby that is sitting atop the woman?,data/images/n546616.jpg,The food is a marshmallow.
cement,aluminum,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    fence_patches = image_patch.find(""fence"")
    # Question assumes only one fence patch
    if len(fence_patches) == 0:
        # If no fence is found, query the image directly
        return image_patch.simple_query(""Is the fence made of cement or aluminum?"")

    cement_patches = image_patch.find(""cement"")
    aluminum_patches = image_patch.find(""aluminum"")
    if len(cement_patches) > 0 and len(aluminum_patches) > 0:
        return ""both""
    elif len(cement_patches) > 0:
        return ""cement""
    elif len(aluminum_patches) > 0:
        return ""aluminum""
    else:
        return ""unknown""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['cement', 'aluminum'], ""Expected output to be cement or aluminum""
    return result",20120533,Is the fence made of cement or aluminum?,data/images/n117888.jpg,The fence is made of aluminum.
left,left,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    white_houses_patches = image_patch.find(""white house"")
    # Question assumes only one white house patch
    if len(white_houses_patches) == 0:
        # If no white house is found, query the image directly
        return image_patch.simple_query(""Which side are the white houses on?"")
    white_house_patch = white_houses_patches[0]

    # Use soft spatial reasoning to determine the relation
    scores = []
    for _ in range(4):
        ans = image_patch.simple_query(""Is the white house on the left?"")
        if isinstance(ans, str) and ans.strip().lower().startswith(""y""):
            scores.append(1)
        else:
            scores.append(0)

    return ""left"" if sum(scores) > 2 else ""right""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['left', 'right'], ""Expected output to be left or right""
    return result",201952977,Which side are the white houses on?,data/images/n525029.jpg,The houses are on the left of the image.
